opeid8,award_year,descriptor,raw_values,normalized_values
00230800,2021-2022,school,UNIVERSITY OF OLIVET (THE) | Olivet College,UNIVERSITY OF OLIVET | OLIVET COLLEGE
00231000,2001-2002,school,ST. CLAIR COUNTY COMMUNITY COLLEGE | SAINT CLAIR COUNTY COMMUNITY COL,ST CLAIR COUNTY COMMUNITY COLLEGE | SAINT CLAIR COUNTY COMMUNITY COL
00231100,2001-2002,school,KUYPER COLLEGE | REFORMED BIBLE COLLEGE,KUYPER COLLEGE | REFORMED BIBLE COLLEGE
00231100,2002-2003,school,KUYPER COLLEGE | Reformed Bible College,KUYPER COLLEGE | REFORMED BIBLE COLLEGE
00231100,2003-2004,school,KUYPER COLLEGE | Reformed Bible College,KUYPER COLLEGE | REFORMED BIBLE COLLEGE
00231100,2004-2005,school,KUYPER COLLEGE | Reformed Bible College,KUYPER COLLEGE | REFORMED BIBLE COLLEGE
00231100,2005-2006,school,KUYPER COLLEGE | Reformed Bible College,KUYPER COLLEGE | REFORMED BIBLE COLLEGE
00231800,2001-2002,school,SPRING ARBOR UNIVERSITY | SPRING ARBOR COLLEGE,SPRING ARBOR UNIVERSITY | SPRING ARBOR COLLEGE
00232100,1999-2000,school,ST MARY'S COLLEGE | SAINT MARY'S COLLEGE,ST MARYS COLLEGE | SAINT MARYS COLLEGE
00232100,2000-2001,school,ST MARY'S COLLEGE | SAINT MARY'S COLLEGE,ST MARYS COLLEGE | SAINT MARYS COLLEGE
00232100,2001-2002,school,ST MARY'S COLLEGE | SAINT MARY'S COLLEGE,ST MARYS COLLEGE | SAINT MARYS COLLEGE
00232100,2002-2003,school,ST MARY'S COLLEGE | Saint Mary's College | SAINT MARY'S COLLEGE,ST MARYS COLLEGE | SAINT MARYS COLLEGE
00232500,1999-2000,school,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN - ANN ARBOR,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2000-2001,school,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN - ANN ARBOR,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2001-2002,school,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN - ANN ARBOR,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2002-2003,school,UNIVERSITY OF MICHIGAN | University of Michigan - Ann Arbor | UNIVERSITY OF MICHIGAN - ANN ARBOR,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2003-2004,school,UNIVERSITY OF MICHIGAN | University of Michigan - Ann Arbor | UNIVERSITY OF MICHIGAN - ANN ARBOR,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2004-2005,school,UNIVERSITY OF MICHIGAN | University of Michigan - Ann Arbor | UNIVERSITY OF MICHIGAN - ANN ARBOR,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2005-2006,school,UNIVERSITY OF MICHIGAN | University of Michigan - Ann Arbor | UNIVERSITY OF MICHIGAN - ANN ARBOR,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2006-2007,school,UNIVERSITY OF MICHIGAN | University of Michigan - Ann Arbor | UNIVERSITY OF MICHIGAN - ANN ARBOR,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2007-2008,school,UNIVERSITY OF MICHIGAN | University of Michigan - Ann Arbor | UNIVERSITY OF MICHIGAN - ANN ARBOR,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2008-2009,school,UNIVERSITY OF MICHIGAN | University of Michigan - Ann Arbor | UNIVERSITY OF MICHIGAN - ANN ARBOR,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2009-2010,school,UNIVERSITY OF MICHIGAN | University of Michigan - Ann Arbor | UNIVERSITY OF MICHIGAN - ANN ARBOR,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2010-2011,school,UNIVERSITY OF MICHIGAN | University of Michigan - Ann Arbor | UNIVERSITY OF MICHIGAN - ANN ARBOR,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2011-2012,school,UNIVERSITY OF MICHIGAN | University of Michigan - Ann Arbor | UNIVERSITY OF MICHIGAN - ANN ARBOR,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2012-2013,school,UNIVERSITY OF MICHIGAN | University of Michigan - Ann Arbor | UNIVERSITY OF MICHIGAN - ANN ARBOR,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2013-2014,school,UNIVERSITY OF MICHIGAN | University of Michigan - Ann Arbor,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2014-2015,school,UNIVERSITY OF MICHIGAN | University of Michigan - Ann Arbor,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2015-2016,school,UNIVERSITY OF MICHIGAN | University of Michigan - Ann Arbor,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2016-2017,school,UNIVERSITY OF MICHIGAN | University of Michigan - Ann Arbor,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2017-2018,school,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN - ANN ARBOR,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2018-2019,school,UNIVERSITY OF MICHIGAN | University Of Michigan - Ann Arbor,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2019-2020,school,UNIVERSITY OF MICHIGAN | University Of Michigan - Ann Arbor,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00232500,2020-2021,school,UNIVERSITY OF MICHIGAN | University Of Michigan - Ann Arbor,UNIVERSITY OF MICHIGAN | UNIVERSITY OF MICHIGAN ANN ARBOR
00233200,2001-2002,school,ANOKA-RAMSEY COMMUNITY COLLEGE | ANOKA RAMSEY CMTY COLLEGE,ANOKA RAMSEY COMMUNITY COLLEGE | ANOKA RAMSEY CMTY COLLEGE
00233400,2015-2016,school,AUGSBURG UNIVERSITY | Augsburg College,AUGSBURG UNIVERSITY | AUGSBURG COLLEGE
00234100,1999-2000,school,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2000-2001,school,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2001-2002,school,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2002-2003,school,COLLEGE OF ST BENEDICT | College of Saint Benedict | COLLEGE OF SAINT BENEDICT,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2003-2004,school,COLLEGE OF ST BENEDICT | College of Saint Benedict | COLLEGE OF SAINT BENEDICT,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2004-2005,school,COLLEGE OF ST BENEDICT | College of Saint Benedict | COLLEGE OF SAINT BENEDICT,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2005-2006,school,COLLEGE OF ST BENEDICT | College of Saint Benedict | COLLEGE OF SAINT BENEDICT,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2006-2007,school,COLLEGE OF ST BENEDICT | College of Saint Benedict | COLLEGE OF SAINT BENEDICT,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2007-2008,school,COLLEGE OF ST BENEDICT | College of Saint Benedict | COLLEGE OF SAINT BENEDICT,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2008-2009,school,COLLEGE OF ST BENEDICT | College of Saint Benedict | COLLEGE OF SAINT BENEDICT,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2009-2010,school,COLLEGE OF ST BENEDICT | College of Saint Benedict | COLLEGE OF SAINT BENEDICT,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2010-2011,school,COLLEGE OF ST BENEDICT | College of Saint Benedict | COLLEGE OF SAINT BENEDICT,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2011-2012,school,COLLEGE OF ST BENEDICT | College of Saint Benedict | COLLEGE OF SAINT BENEDICT,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2012-2013,school,COLLEGE OF ST BENEDICT | College of Saint Benedict | COLLEGE OF SAINT BENEDICT,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2013-2014,school,COLLEGE OF ST BENEDICT | College of Saint Benedict,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2014-2015,school,COLLEGE OF ST BENEDICT | College of Saint Benedict,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2015-2016,school,COLLEGE OF ST BENEDICT | College of Saint Benedict,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2016-2017,school,COLLEGE OF ST BENEDICT | College of Saint Benedict,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2017-2018,school,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234100,2018-2019,school,COLLEGE OF ST BENEDICT | College Of Saint Benedict,COLLEGE OF ST BENEDICT | COLLEGE OF SAINT BENEDICT
00234200,1999-2000,school,COLLEGE OF SAINT CATHERINE (THE) | ST. CATHERINE UNIVERSITY,COLLEGE OF SAINT CATHERINE | ST CATHERINE UNIVERSITY
00234200,2000-2001,school,COLLEGE OF SAINT CATHERINE (THE) | ST. CATHERINE UNIVERSITY,COLLEGE OF SAINT CATHERINE | ST CATHERINE UNIVERSITY
00234200,2001-2002,school,COLLEGE OF SAINT CATHERINE (THE) | COLLEGE OF SAINT CATHERINE | ST. CATHERINE UNIVERSITY,COLLEGE OF SAINT CATHERINE | ST CATHERINE UNIVERSITY
00234200,2002-2003,school,ST. CATHERINE UNIVERSITY | College of Saint Catherine (The),ST CATHERINE UNIVERSITY | COLLEGE OF SAINT CATHERINE
00234200,2003-2004,school,ST. CATHERINE UNIVERSITY | College of Saint Catherine (The),ST CATHERINE UNIVERSITY | COLLEGE OF SAINT CATHERINE
00234200,2004-2005,school,ST. CATHERINE UNIVERSITY | College of Saint Catherine (The),ST CATHERINE UNIVERSITY | COLLEGE OF SAINT CATHERINE
00234200,2005-2006,school,ST. CATHERINE UNIVERSITY | College of Saint Catherine (The),ST CATHERINE UNIVERSITY | COLLEGE OF SAINT CATHERINE
00234200,2006-2007,school,COLLEGE OF SAINT CATHERINE (THE) | College of Saint Catherine (The) | ST. CATHERINE UNIVERSITY,COLLEGE OF SAINT CATHERINE | ST CATHERINE UNIVERSITY
00234200,2007-2008,school,ST. CATHERINE UNIVERSITY | College of Saint Catherine (The),ST CATHERINE UNIVERSITY | COLLEGE OF SAINT CATHERINE
00234300,2022-2023,school,COLLEGE OF ST. SCHOLASTICA | College Of Saint Scholastica,COLLEGE OF ST SCHOLASTICA | COLLEGE OF SAINT SCHOLASTICA
00234500,1999-2000,school,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2000-2001,school,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2001-2002,school,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2002-2003,school,UNIVERSITY OF ST THOMAS | University of Saint Thomas | UNIVERSITY OF SAINT THOMAS,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2003-2004,school,UNIVERSITY OF ST THOMAS | University of Saint Thomas | UNIVERSITY OF SAINT THOMAS,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2004-2005,school,UNIVERSITY OF ST THOMAS | University of Saint Thomas | UNIVERSITY OF SAINT THOMAS,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2005-2006,school,UNIVERSITY OF ST THOMAS | University of Saint Thomas | UNIVERSITY OF SAINT THOMAS,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2006-2007,school,UNIVERSITY OF ST THOMAS | University of Saint Thomas | UNIVERSITY OF SAINT THOMAS,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2007-2008,school,UNIVERSITY OF ST THOMAS | University of Saint Thomas | UNIVERSITY OF SAINT THOMAS,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2008-2009,school,UNIVERSITY OF ST THOMAS | University of Saint Thomas | UNIVERSITY OF SAINT THOMAS,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2009-2010,school,UNIVERSITY OF ST THOMAS | University of Saint Thomas | UNIVERSITY OF SAINT THOMAS,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2010-2011,school,UNIVERSITY OF ST THOMAS | University of Saint Thomas | UNIVERSITY OF SAINT THOMAS,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2011-2012,school,UNIVERSITY OF ST THOMAS | University of Saint Thomas | UNIVERSITY OF SAINT THOMAS,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2012-2013,school,UNIVERSITY OF ST THOMAS | University of Saint Thomas | UNIVERSITY OF SAINT THOMAS,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2013-2014,school,UNIVERSITY OF ST THOMAS | University of Saint Thomas,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2014-2015,school,UNIVERSITY OF ST THOMAS | University of Saint Thomas,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2015-2016,school,UNIVERSITY OF ST THOMAS | University of Saint Thomas,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2016-2017,school,UNIVERSITY OF ST THOMAS | University of Saint Thomas,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2017-2018,school,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00234500,2018-2019,school,UNIVERSITY OF ST THOMAS | University Of Saint Thomas,UNIVERSITY OF ST THOMAS | UNIVERSITY OF SAINT THOMAS
00235000,2001-2002,school,VERMILION COMMUNITY COLLEGE | LAURENTIAN COMMUNITY AND TECHNICAL COLLEGE,VERMILION COMMUNITY COLLEGE | LAURENTIAN COMMUNITY AND TECHNICAL COLLEGE
00235000,2002-2003,school,VERMILION COMMUNITY COLLEGE | Laurentian Community and Technical College,VERMILION COMMUNITY COLLEGE | LAURENTIAN COMMUNITY AND TECHNICAL COLLEGE
00235200,2001-2002,school,FERGUS FALLS CMTY COLLEGE | FERGUS FALLS COMMUNITY COLLEGE,FERGUS FALLS CMTY COLLEGE | FERGUS FALLS COMMUNITY COLLEGE
00235500,2001-2002,school,HIBBING COMMUNITY COLLEGE | HIBBING COMMUNITY COLLEGE-MAINE CAMPUS,HIBBING COMMUNITY COLLEGE | HIBBING COMMUNITY COLLEGE MAINE CAMPUS
00235500,2020-2021,school,MINNESOTA NORTH COLLEGE | Hibbing Community College,MINNESOTA NORTH COLLEGE | HIBBING COMMUNITY COLLEGE
00236200,2001-2002,school,MINNEAPOLIS COMMUNITY AND TECHNICAL COLLEGE | MINNEAPOLIS COMMUNITY & TECH. COLLEGE,MINNEAPOLIS COMMUNITY AND TECHNICAL COLLEGE | MINNEAPOLIS COMMUNITY AND TECH COLLEGE
00236200,2002-2003,school,MINNEAPOLIS COMMUNITY AND TECHNICAL COLLEGE | MINNEAPOLIS COMMUNITY & TECH. COLLEGE,MINNEAPOLIS COMMUNITY AND TECHNICAL COLLEGE | MINNEAPOLIS COMMUNITY AND TECH COLLEGE
00236600,2001-2002,school,CROSSROADS COLLEGE | MINNESOTA BIBLE COLLEGE,CROSSROADS COLLEGE | MINNESOTA BIBLE COLLEGE
00236600,2002-2003,school,CROSSROADS COLLEGE | Minnesota Bible College,CROSSROADS COLLEGE | MINNESOTA BIBLE COLLEGE
00237000,2001-2002,school,NORTH HENNEPIN COMMUNITY COLLEGE | NORTH HENNEPIN CMTY COLLEGE,NORTH HENNEPIN COMMUNITY COLLEGE | NORTH HENNEPIN CMTY COLLEGE
00237000,2002-2003,school,NORTH HENNEPIN COMMUNITY COLLEGE | NORTH HENNEPIN CMTY COLLEGE,NORTH HENNEPIN COMMUNITY COLLEGE | NORTH HENNEPIN CMTY COLLEGE
00237100,2010-2011,school,NORTHWESTERN COLLEGE | Northwestern College | UNIVERSITY OF NORTHWESTERN- ST PAUL,NORTHWESTERN COLLEGE | UNIVERSITY OF NORTHWESTERN ST PAUL
00237100,2011-2012,school,UNIVERSITY OF NORTHWESTERN- ST PAUL | Northwestern College,UNIVERSITY OF NORTHWESTERN ST PAUL | NORTHWESTERN COLLEGE
00237300,2001-2002,school,ROCHESTER COMMUNITY AND TECHNICAL COLLEGE | ROCHESTER CMTY & TECH. COLLEGE,ROCHESTER COMMUNITY AND TECHNICAL COLLEGE | ROCHESTER CMTY AND TECH COLLEGE
00237500,2001-2002,school,SOUTHWEST MINNESOTA STATE UNIVERSITY | SOUTHWEST STATE UNIVERSITY,SOUTHWEST MINNESOTA STATE UNIVERSITY | SOUTHWEST STATE UNIVERSITY
00237500,2002-2003,school,SOUTHWEST MINNESOTA STATE UNIVERSITY | Southwest State University,SOUTHWEST MINNESOTA STATE UNIVERSITY | SOUTHWEST STATE UNIVERSITY
00237500,2003-2004,school,SOUTHWEST MINNESOTA STATE UNIVERSITY | Southwest State University,SOUTHWEST MINNESOTA STATE UNIVERSITY | SOUTHWEST STATE UNIVERSITY
00237700,2002-2003,school,ST. CLOUD STATE UNIVERSITY | Saint Cloud State University,ST CLOUD STATE UNIVERSITY | SAINT CLOUD STATE UNIVERSITY
00237700,2003-2004,school,ST. CLOUD STATE UNIVERSITY | Saint Cloud State University,ST CLOUD STATE UNIVERSITY | SAINT CLOUD STATE UNIVERSITY
00237700,2004-2005,school,ST. CLOUD STATE UNIVERSITY | Saint Cloud State University,ST CLOUD STATE UNIVERSITY | SAINT CLOUD STATE UNIVERSITY
00237700,2005-2006,school,ST. CLOUD STATE UNIVERSITY | Saint Cloud State University,ST CLOUD STATE UNIVERSITY | SAINT CLOUD STATE UNIVERSITY
00237700,2006-2007,school,ST CLOUD STATE UNIVERSITY | Saint Cloud State University | SAINT CLOUD STATE UNIVERSITY,ST CLOUD STATE UNIVERSITY | SAINT CLOUD STATE UNIVERSITY
00237700,2007-2008,school,ST. CLOUD STATE UNIVERSITY | Saint Cloud State University,ST CLOUD STATE UNIVERSITY | SAINT CLOUD STATE UNIVERSITY
00237900,1999-2000,school,ST JOHNS UNIVERSITY | SAINT JOHNS UNIVERSITY,ST JOHNS UNIVERSITY | SAINT JOHNS UNIVERSITY
00237900,2000-2001,school,ST JOHNS UNIVERSITY | SAINT JOHNS UNIVERSITY,ST JOHNS UNIVERSITY | SAINT JOHNS UNIVERSITY
00237900,2001-2002,school,ST JOHNS UNIVERSITY | SAINT JOHN'S UNIVERSITY | SAINT JOHNS UNIVERSITY,ST JOHNS UNIVERSITY | SAINT JOHNS UNIVERSITY
00237900,2002-2003,school,ST JOHNS UNIVERSITY | Saint Johns University | SAINT JOHNS UNIVERSITY,ST JOHNS UNIVERSITY | SAINT JOHNS UNIVERSITY
00237900,2003-2004,school,ST JOHNS UNIVERSITY | Saint Johns University | SAINT JOHNS UNIVERSITY,ST JOHNS UNIVERSITY | SAINT JOHNS UNIVERSITY
00237900,2004-2005,school,ST JOHNS UNIVERSITY | Saint Johns University | SAINT JOHNS UNIVERSITY,ST JOHNS UNIVERSITY | SAINT JOHNS UNIVERSITY
00237900,2005-2006,school,ST JOHNS UNIVERSITY | Saint Johns University | SAINT JOHNS UNIVERSITY,ST JOHNS UNIVERSITY | SAINT JOHNS UNIVERSITY
00237900,2006-2007,school,ST JOHNS UNIVERSITY | Saint Johns University | SAINT JOHNS UNIVERSITY,ST JOHNS UNIVERSITY | SAINT JOHNS UNIVERSITY
00237900,2007-2008,school,ST JOHNS UNIVERSITY | Saint Johns University | SAINT JOHNS UNIVERSITY,ST JOHNS UNIVERSITY | SAINT JOHNS UNIVERSITY
00237900,2008-2009,school,ST JOHNS UNIVERSITY | Saint Johns University | SAINT JOHNS UNIVERSITY,ST JOHNS UNIVERSITY | SAINT JOHNS UNIVERSITY
00237900,2009-2010,school,ST JOHNS UNIVERSITY | Saint Johns University | SAINT JOHNS UNIVERSITY,ST JOHNS UNIVERSITY | SAINT JOHNS UNIVERSITY
00237900,2010-2011,school,ST JOHNS UNIVERSITY | Saint Johns University | SAINT JOHN'S UNIVERSITY,ST JOHNS UNIVERSITY | SAINT JOHNS UNIVERSITY
00238200,1999-2000,school,ST OLAF COLLEGE | SAINT OLAF COLLEGE,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2000-2001,school,ST OLAF COLLEGE | SAINT OLAF COLLEGE,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2001-2002,school,ST OLAF COLLEGE | SAINT OLAF COLLEGE,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2002-2003,school,ST OLAF COLLEGE | Saint Olaf College | SAINT OLAF COLLEGE,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2003-2004,school,ST OLAF COLLEGE | Saint Olaf College | SAINT OLAF COLLEGE,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2004-2005,school,ST OLAF COLLEGE | Saint Olaf College | SAINT OLAF COLLEGE,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2005-2006,school,ST OLAF COLLEGE | Saint Olaf College | SAINT OLAF COLLEGE,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2006-2007,school,ST OLAF COLLEGE | Saint Olaf College | SAINT OLAF COLLEGE,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2007-2008,school,ST OLAF COLLEGE | Saint Olaf College | SAINT OLAF COLLEGE,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2008-2009,school,ST OLAF COLLEGE | Saint Olaf College | SAINT OLAF COLLEGE,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2009-2010,school,ST OLAF COLLEGE | Saint Olaf College | SAINT OLAF COLLEGE,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2010-2011,school,ST OLAF COLLEGE | Saint Olaf College | SAINT OLAF COLLEGE,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2011-2012,school,ST OLAF COLLEGE | Saint Olaf College | SAINT OLAF COLLEGE,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2012-2013,school,ST OLAF COLLEGE | Saint Olaf College | SAINT OLAF COLLEGE,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2013-2014,school,ST OLAF COLLEGE | Saint Olaf College,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2014-2015,school,ST OLAF COLLEGE | Saint Olaf College,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2015-2016,school,ST OLAF COLLEGE | Saint Olaf College,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2016-2017,school,ST OLAF COLLEGE | Saint Olaf College,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2017-2018,school,ST OLAF COLLEGE | SAINT OLAF COLLEGE,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238200,2018-2019,school,ST OLAF COLLEGE | Saint Olaf College,ST OLAF COLLEGE | SAINT OLAF COLLEGE
00238900,1999-2000,school,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA - MORRIS,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2000-2001,school,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA - MORRIS,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2001-2002,school,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS | UNIVERSITY OF MINNESOTA - MORRIS,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2002-2003,school,UNIVERSITY OF MINNESOTA | University of Minnesota - Morris | UNIVERSITY OF MINNESOTA - MORRIS,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2003-2004,school,UNIVERSITY OF MINNESOTA | University of Minnesota - Morris | UNIVERSITY OF MINNESOTA - MORRIS,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2004-2005,school,UNIVERSITY OF MINNESOTA | University of Minnesota - Morris | UNIVERSITY OF MINNESOTA - MORRIS,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2005-2006,school,UNIVERSITY OF MINNESOTA | University of Minnesota - Morris | UNIVERSITY OF MINNESOTA - MORRIS,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2006-2007,school,UNIVERSITY OF MINNESOTA | University of Minnesota - Morris | UNIVERSITY OF MINNESOTA - MORRIS,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2007-2008,school,UNIVERSITY OF MINNESOTA | University of Minnesota - Morris | UNIVERSITY OF MINNESOTA - MORRIS,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2008-2009,school,UNIVERSITY OF MINNESOTA | University of Minnesota - Morris | UNIVERSITY OF MINNESOTA - MORRIS,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2009-2010,school,UNIVERSITY OF MINNESOTA | University of Minnesota - Morris | UNIVERSITY OF MINNESOTA - MORRIS,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2010-2011,school,UNIVERSITY OF MINNESOTA | University of Minnesota - Morris | UNIVERSITY OF MINNESOTA - MORRIS,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2011-2012,school,UNIVERSITY OF MINNESOTA | University of Minnesota - Morris | UNIVERSITY OF MINNESOTA - MORRIS,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
