check,passed,details
research::direct_loans_2022-2023_source_rows_preserved,True,accepted=4891 quarantined=0
research::direct_loans_2023-2024_source_rows_preserved,True,accepted=4816 quarantined=0
research::direct_loans_2024-2025_source_rows_preserved,True,accepted=4721 quarantined=0
research::loan_direct__grad_plus_disbursements_raw_to_final_conservation,True,"cells=88764 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__grad_plus_disbursements_n_raw_to_final_conservation,True,"cells=88764 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__grad_plus_loans_originated_amt_raw_to_final_conservation,True,"cells=88764 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__grad_plus_loans_originated_n_raw_to_final_conservation,True,"cells=88764 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__grad_plus_recipients_raw_to_final_conservation,True,"cells=88764 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__parent_plus_disbursements_raw_to_final_conservation,True,"cells=87687 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__parent_plus_disbursements_n_raw_to_final_conservation,True,"cells=87687 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__parent_plus_loans_originated_amt_raw_to_final_conservation,True,"cells=87687 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__parent_plus_loans_originated_n_raw_to_final_conservation,True,"cells=87687 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__parent_plus_recipients_raw_to_final_conservation,True,"cells=87687 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__plus_disbursements_raw_to_final_conservation,True,"cells=7958 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__plus_disbursements_n_raw_to_final_conservation,True,"cells=7958 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__plus_loans_originated_amt_raw_to_final_conservation,True,"cells=7958 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__plus_loans_originated_n_raw_to_final_conservation,True,"cells=7958 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__plus_recipients_raw_to_final_conservation,True,"cells=7958 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__subsidized_disbursements_raw_to_final_conservation,True,"cells=84314 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__subsidized_disbursements_n_raw_to_final_conservation,True,"cells=84314 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__subsidized_graduate_disbursements_raw_to_final_conservation,True,"cells=11331 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__subsidized_graduate_disbursements_n_raw_to_final_conservation,True,"cells=11331 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__subsidized_graduate_loans_originated_amt_raw_to_final_conservation,True,"cells=11331 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__subsidized_graduate_loans_originated_n_raw_to_final_conservation,True,"cells=11331 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__subsidized_graduate_recipients_raw_to_final_conservation,True,"cells=11331 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__subsidized_loans_originated_amt_raw_to_final_conservation,True,"cells=84314 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__subsidized_loans_originated_n_raw_to_final_conservation,True,"cells=84314 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__subsidized_recipients_raw_to_final_conservation,True,"cells=84314 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__subsidized_undergraduate_disbursements_raw_to_final_conservation,True,"cells=11331 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__subsidized_undergraduate_disbursements_n_raw_to_final_conservation,True,"cells=11331 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__subsidized_undergraduate_loans_originated_amt_raw_to_final_conservation,True,"cells=11331 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__subsidized_undergraduate_loans_originated_n_raw_to_final_conservation,True,"cells=11331 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__subsidized_undergraduate_recipients_raw_to_final_conservation,True,"cells=11331 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__unsubsidized_disbursements_raw_to_final_conservation,True,"cells=17048 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__unsubsidized_disbursements_n_raw_to_final_conservation,True,"cells=17048 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__unsubsidized_graduate_disbursements_raw_to_final_conservation,True,"cells=78597 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__unsubsidized_graduate_disbursements_n_raw_to_final_conservation,True,"cells=78597 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__unsubsidized_graduate_loans_originated_amt_raw_to_final_conservation,True,"cells=78597 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__unsubsidized_graduate_loans_originated_n_raw_to_final_conservation,True,"cells=78597 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__unsubsidized_graduate_recipients_raw_to_final_conservation,True,"cells=78597 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__unsubsidized_loans_originated_amt_raw_to_final_conservation,True,"cells=17048 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__unsubsidized_loans_originated_n_raw_to_final_conservation,True,"cells=17048 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__unsubsidized_recipients_raw_to_final_conservation,True,"cells=17048 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__unsubsidized_undergraduate_disbursements_raw_to_final_conservation,True,"cells=78597 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__unsubsidized_undergraduate_disbursements_n_raw_to_final_conservation,True,"cells=78597 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__unsubsidized_undergraduate_loans_originated_amt_raw_to_final_conservation,True,"cells=78597 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__unsubsidized_undergraduate_loans_originated_n_raw_to_final_conservation,True,"cells=78597 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_direct__unsubsidized_undergraduate_recipients_raw_to_final_conservation,True,"cells=78597 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::direct_loans_no_unclassified_numeric_tokens,True,[]
research::direct_loans_complete_reported_totals_reconcile,True,mismatches=0; other statuses={'not_reported': 575}
research::ffel_source_accounting_exists,True,ffel
research::ffel_1999-2000_FFEL_AwardYr_Summary_AY1999_2000_All.xls_source_identity_evidence_conserved,True,id_mismatches=0; resolution_mismatches=0; classification_mismatches=0; verified_recoveries=0
research::ffel_2000-2001_FFEL_AwardYr_Summary_AY2000_2001_All.xls_source_identity_evidence_conserved,True,id_mismatches=0; resolution_mismatches=0; classification_mismatches=0; verified_recoveries=0
research::ffel_2001-2002_FFEL_AwardYr_Summary_AY2001_2002_All.xls_source_identity_evidence_conserved,True,id_mismatches=0; resolution_mismatches=0; classification_mismatches=0; verified_recoveries=0
research::ffel_2002-2003_FFEL_AwardYr_Summary_AY2002_2003_All.xls_source_identity_evidence_conserved,True,id_mismatches=0; resolution_mismatches=0; classification_mismatches=0; verified_recoveries=0
research::ffel_2003-2004_FFEL_AwardYr_Summary_AY2003_2004_All.xls_source_identity_evidence_conserved,True,id_mismatches=0; resolution_mismatches=0; classification_mismatches=0; verified_recoveries=0
research::ffel_2004-2005_FFEL_AwardYr_Summary_AY2004_2005_All.xls_source_identity_evidence_conserved,True,id_mismatches=0; resolution_mismatches=0; classification_mismatches=0; verified_recoveries=0
research::ffel_2005-2006_FFEL_AwardYr_Summary_AY2005_2006_All.xls_source_identity_evidence_conserved,True,id_mismatches=0; resolution_mismatches=0; classification_mismatches=0; verified_recoveries=0
research::ffel_2006-2007_FL_Dashboard_AY2006_2007_Q4.xls_source_identity_evidence_conserved,True,id_mismatches=0; resolution_mismatches=0; classification_mismatches=0; verified_recoveries=0
research::ffel_2007-2008_FL_Dashboard_AY2007_2008_Q4.xls_source_identity_evidence_conserved,True,id_mismatches=0; resolution_mismatches=0; classification_mismatches=0; verified_recoveries=0
research::ffel_2008-2009_FL_Dashboard_AY2008_2009_Q4.xls_source_identity_evidence_conserved,True,id_mismatches=0; resolution_mismatches=0; classification_mismatches=0; verified_recoveries=0
research::ffel_2009-2010_FL_Dashboard_AY2009_2010_Q4.xls_source_identity_evidence_conserved,True,id_mismatches=0; resolution_mismatches=0; classification_mismatches=0; verified_recoveries=0
research::ffel_no_unresolved_anonymous_numeric_rows,True,[]
research::ffel_quarantine_ledger_preserved,True,/Users/markjaysonfarol13/Projects/FSA/FSAVolumeReports_Panel-main/ResearchBuild/public-reproduction-test/rebuilt/Checks/observation_qc/ffel_quarantine.parquet
research::ffel_1999-2000_source_rows_preserved,True,accepted=4366 quarantined=0
research::ffel_2000-2001_source_rows_preserved,True,accepted=4397 quarantined=0
research::ffel_2001-2002_source_rows_preserved,True,accepted=4418 quarantined=0
research::ffel_2002-2003_source_rows_preserved,True,accepted=4448 quarantined=0
research::ffel_2003-2004_source_rows_preserved,True,accepted=4498 quarantined=0
research::ffel_2004-2005_source_rows_preserved,True,accepted=4515 quarantined=0
research::ffel_2005-2006_source_rows_preserved,True,accepted=4578 quarantined=0
research::ffel_2006-2007_source_rows_preserved,True,accepted=4617 quarantined=0
research::ffel_2007-2008_source_rows_preserved,True,accepted=4847 quarantined=0
research::ffel_2008-2009_source_rows_preserved,True,accepted=4543 quarantined=0
research::ffel_2009-2010_source_rows_preserved,True,accepted=4188 quarantined=0
research::loan_ffel__grad_plus_disbursements_raw_to_final_conservation,True,"cells=22773 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__grad_plus_disbursements_n_raw_to_final_conservation,True,"cells=22773 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__grad_plus_loans_originated_amt_raw_to_final_conservation,True,"cells=22773 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__grad_plus_loans_originated_n_raw_to_final_conservation,True,"cells=22773 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__grad_plus_recipients_raw_to_final_conservation,True,"cells=22773 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__parent_plus_disbursements_raw_to_final_conservation,True,"cells=18195 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__parent_plus_disbursements_n_raw_to_final_conservation,True,"cells=18195 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__parent_plus_loans_originated_amt_raw_to_final_conservation,True,"cells=18195 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__parent_plus_loans_originated_n_raw_to_final_conservation,True,"cells=18195 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__parent_plus_recipients_raw_to_final_conservation,True,"cells=18195 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__plus_disbursements_raw_to_final_conservation,True,"cells=31220 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__plus_disbursements_n_raw_to_final_conservation,True,"cells=31220 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__plus_loans_originated_amt_raw_to_final_conservation,True,"cells=31220 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__plus_loans_originated_n_raw_to_final_conservation,True,"cells=31220 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__plus_recipients_raw_to_final_conservation,True,"cells=31220 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__subsidized_disbursements_raw_to_final_conservation,True,"cells=49415 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__subsidized_disbursements_n_raw_to_final_conservation,True,"cells=49415 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__subsidized_loans_originated_amt_raw_to_final_conservation,True,"cells=49415 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__subsidized_loans_originated_n_raw_to_final_conservation,True,"cells=49415 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__subsidized_recipients_raw_to_final_conservation,True,"cells=49415 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__unsubsidized_disbursements_raw_to_final_conservation,True,"cells=49415 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__unsubsidized_disbursements_n_raw_to_final_conservation,True,"cells=49415 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__unsubsidized_loans_originated_amt_raw_to_final_conservation,True,"cells=49415 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__unsubsidized_loans_originated_n_raw_to_final_conservation,True,"cells=49415 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::loan_ffel__unsubsidized_recipients_raw_to_final_conservation,True,"cells=49415 differing=0; metadata={'raw_token': 0, 'lower_bound': 0, 'upper_bound': 0}"
research::ffel_no_unclassified_numeric_tokens,True,[]
research::ffel_complete_reported_totals_reconcile,True,mismatches=0; other statuses={'not_reported': 190}
research::derived_loan_conservation,True,columns=158; failures=[]
