family,award_year,record_disposition,record_origin,detailed_identity_reason,column,units,source_record_count,observed_amount_cells,unknown_amount_cells,known_source_dollar_sum
grants,2005-2006,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__acg_disbursements,nominal_usd,112,0,112,
grants,2005-2006,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__smart_disbursements,nominal_usd,112,0,112,
grants,2005-2006,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__teach_disbursements,nominal_usd,112,0,112,
grants,2005-2006,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__iasg_disbursements,nominal_usd,112,0,112,
grants,2005-2006,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__pell_disbursements,nominal_usd,10,10,0,635766839.61
grants,2005-2006,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__acg_disbursements,nominal_usd,10,0,10,
grants,2005-2006,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__smart_disbursements,nominal_usd,10,0,10,
grants,2005-2006,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__teach_disbursements,nominal_usd,10,0,10,
grants,2005-2006,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__iasg_disbursements,nominal_usd,10,0,10,
grants,2005-2006,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__pell_disbursements,nominal_usd,13,13,0,1287375.79
grants,2005-2006,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__acg_disbursements,nominal_usd,13,0,13,
grants,2005-2006,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__smart_disbursements,nominal_usd,13,0,13,
grants,2005-2006,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__teach_disbursements,nominal_usd,13,0,13,
grants,2005-2006,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__iasg_disbursements,nominal_usd,13,0,13,
grants,2005-2006,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__pell_disbursements,nominal_usd,5019,5019,0,10936140737.55
grants,2005-2006,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__acg_disbursements,nominal_usd,5019,0,5019,
grants,2005-2006,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__smart_disbursements,nominal_usd,5019,0,5019,
grants,2005-2006,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__teach_disbursements,nominal_usd,5019,0,5019,
grants,2005-2006,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__iasg_disbursements,nominal_usd,5019,0,5019,
grants,2006-2007,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,grant__pell_disbursements,nominal_usd,53,51,2,184634053.61
grants,2006-2007,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,grant__acg_disbursements,nominal_usd,53,46,7,1901246.0
grants,2006-2007,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,grant__smart_disbursements,nominal_usd,53,11,42,1186448.0
grants,2006-2007,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,grant__teach_disbursements,nominal_usd,53,0,53,
grants,2006-2007,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,grant__iasg_disbursements,nominal_usd,53,0,53,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,grant__pell_disbursements,nominal_usd,1,1,0,243793033.18
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,grant__acg_disbursements,nominal_usd,1,1,0,54250.0
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,grant__smart_disbursements,nominal_usd,1,1,0,4033058.64
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,grant__teach_disbursements,nominal_usd,1,0,1,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,grant__iasg_disbursements,nominal_usd,1,0,1,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__pell_disbursements,nominal_usd,1,1,0,1289689.08
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__acg_disbursements,nominal_usd,1,1,0,1125.0
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__smart_disbursements,nominal_usd,1,0,1,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__teach_disbursements,nominal_usd,1,0,1,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,grant__iasg_disbursements,nominal_usd,1,0,1,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__pell_disbursements,nominal_usd,1,1,0,772254.52
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__acg_disbursements,nominal_usd,1,0,1,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__smart_disbursements,nominal_usd,1,0,1,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__teach_disbursements,nominal_usd,1,0,1,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,multiple_nonadministrative_directory_unitids,grant__iasg_disbursements,nominal_usd,1,0,1,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__pell_disbursements,nominal_usd,111,111,0,783662046.09
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__acg_disbursements,nominal_usd,111,76,35,10546662.390000002
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__smart_disbursements,nominal_usd,111,44,67,18436725.99
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__teach_disbursements,nominal_usd,111,0,111,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__iasg_disbursements,nominal_usd,111,0,111,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__pell_disbursements,nominal_usd,83,82,1,48101741.239999995
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__acg_disbursements,nominal_usd,83,9,74,204219.0
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__smart_disbursements,nominal_usd,83,3,80,156530.0
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__teach_disbursements,nominal_usd,83,0,83,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__iasg_disbursements,nominal_usd,83,0,83,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__pell_disbursements,nominal_usd,3,3,0,30159403.5
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__acg_disbursements,nominal_usd,3,3,0,268815.0
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__smart_disbursements,nominal_usd,3,0,3,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__teach_disbursements,nominal_usd,3,0,3,
grants,2006-2007,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__iasg_disbursements,nominal_usd,3,0,3,
grants,2006-2007,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__pell_disbursements,nominal_usd,12,12,0,16574723.86
grants,2006-2007,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__acg_disbursements,nominal_usd,12,1,11,113358.0
grants,2006-2007,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__smart_disbursements,nominal_usd,12,1,11,194000.0
grants,2006-2007,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__teach_disbursements,nominal_usd,12,0,12,
grants,2006-2007,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__iasg_disbursements,nominal_usd,12,0,12,
grants,2006-2007,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__pell_disbursements,nominal_usd,5238,5238,0,11482931038.95
grants,2006-2007,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__acg_disbursements,nominal_usd,5238,2688,2550,229261865.84999996
grants,2006-2007,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__smart_disbursements,nominal_usd,5238,1380,3858,181777944.98
grants,2006-2007,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__teach_disbursements,nominal_usd,5238,0,5238,
grants,2006-2007,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__iasg_disbursements,nominal_usd,5238,0,5238,
grants,2007-2008,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,grant__pell_disbursements,nominal_usd,50,50,0,172701244.5
grants,2007-2008,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,grant__acg_disbursements,nominal_usd,50,44,6,3018277.33
grants,2007-2008,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,grant__smart_disbursements,nominal_usd,50,8,42,1384199.32
grants,2007-2008,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,grant__teach_disbursements,nominal_usd,50,0,50,
grants,2007-2008,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,grant__iasg_disbursements,nominal_usd,50,0,50,
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,grant__pell_disbursements,nominal_usd,1,1,0,398040542.78
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,grant__acg_disbursements,nominal_usd,1,1,0,114446.0
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,grant__smart_disbursements,nominal_usd,1,1,0,3451039.75
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,grant__teach_disbursements,nominal_usd,1,0,1,
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,grant__iasg_disbursements,nominal_usd,1,0,1,
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__pell_disbursements,nominal_usd,124,124,0,945587928.6800001
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__acg_disbursements,nominal_usd,124,85,39,15377086.42
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__smart_disbursements,nominal_usd,124,52,72,17234056.31
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__teach_disbursements,nominal_usd,124,0,124,
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,grant__iasg_disbursements,nominal_usd,124,0,124,
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__pell_disbursements,nominal_usd,101,101,0,34057823.06
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__acg_disbursements,nominal_usd,101,12,89,100435.84
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__smart_disbursements,nominal_usd,101,3,98,62696.0
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__teach_disbursements,nominal_usd,101,0,101,
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,grant__iasg_disbursements,nominal_usd,101,0,101,
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__pell_disbursements,nominal_usd,3,3,0,32708085.47
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__acg_disbursements,nominal_usd,3,2,1,280561.0
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__smart_disbursements,nominal_usd,3,0,3,
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__teach_disbursements,nominal_usd,3,0,3,
grants,2007-2008,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,grant__iasg_disbursements,nominal_usd,3,0,3,
grants,2007-2008,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__pell_disbursements,nominal_usd,11,11,0,17653160.599999998
grants,2007-2008,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__acg_disbursements,nominal_usd,11,4,7,107991.68
grants,2007-2008,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__smart_disbursements,nominal_usd,11,1,10,172000.0
grants,2007-2008,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__teach_disbursements,nominal_usd,11,0,11,
grants,2007-2008,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,grant__iasg_disbursements,nominal_usd,11,0,11,
grants,2007-2008,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__pell_disbursements,nominal_usd,5215,5214,1,13074145497.869999
grants,2007-2008,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__acg_disbursements,nominal_usd,5215,2829,2386,289828419.3500001
grants,2007-2008,included_unique_family_record,opeid_master,official_site_and_directory_agree,grant__smart_disbursements,nominal_usd,5215,1415,3800,182566173.39999998
