portable_name,canonical_name,variable_label
dl_ipeds_root_unitid__4d4f23bb07,loan_direct__ipeds_root_unitid_count_end,Direct Loan: IPEDS root UNITID count end
dl_fsa_root_opeid_cou_5d4e176c52,loan_direct__fsa_root_opeid_count,Direct Loan: FSA root opeid count
dl_ipeds_opeid_lifeti_80c918c3c0,loan_direct__ipeds_opeid_lifetime_unitid_count,Direct Loan: IPEDS opeid lifetime UNITID count
dl_ipeds_unitid_lifet_2092ef8709,loan_direct__ipeds_unitid_lifetime_opeid_count,Direct Loan: IPEDS UNITID lifetime opeid count
dl_ipeds_strict_eligi_57b0d1c683,loan_direct__ipeds_strict_eligible,Direct Loan: IPEDS strict eligible
dl_ipeds_strict_exclu_9a628628f9,loan_direct__ipeds_strict_exclusion_reasons,Direct Loan: IPEDS strict exclusion reasons
dl_ipeds_reporting_sc_3cdf88cfb6,loan_direct__ipeds_reporting_scope,Direct Loan: IPEDS reporting scope
loan_direct__ipeds_instnm,loan_direct__ipeds_instnm,Direct Loan: IPEDS instnm
loan_direct__ipeds_stabbr,loan_direct__ipeds_stabbr,Direct Loan: IPEDS stabbr
loan_direct__ipeds_city,loan_direct__ipeds_city,Direct Loan: IPEDS city
loan_direct__ipeds_zip,loan_direct__ipeds_zip,Direct Loan: IPEDS zip
loan_direct__ipeds_opeflag,loan_direct__ipeds_opeflag,Direct Loan: IPEDS opeflag
loan_direct__ipeds_sector,loan_direct__ipeds_sector,Direct Loan: IPEDS sector
loan_direct__ipeds_cyactive,loan_direct__ipeds_cyactive,Direct Loan: IPEDS cyactive
loan_direct__ipeds_act,loan_direct__ipeds_act,Direct Loan: IPEDS act
loan_direct__ipeds_newid,loan_direct__ipeds_newid,Direct Loan: IPEDS newid
loan_direct__ipeds_deathyr,loan_direct__ipeds_deathyr,Direct Loan: IPEDS deathyr
loan_direct__ipeds_closedat,loan_direct__ipeds_closedat,Direct Loan: IPEDS closedat
loan_direct__ipeds_postsec,loan_direct__ipeds_postsec,Direct Loan: IPEDS postsec
loan_direct__ipeds_pseflag,loan_direct__ipeds_pseflag,Direct Loan: IPEDS pseflag
loan_direct__ipeds_pset4flg,loan_direct__ipeds_pset4flg,Direct Loan: IPEDS pset4flg
loan_direct__ipeds_rptmth,loan_direct__ipeds_rptmth,Direct Loan: IPEDS rptmth
loan_direct__ipeds_f1systyp,loan_direct__ipeds_f1systyp,Direct Loan: IPEDS f1systyp
loan_direct__ipeds_f1sysnam,loan_direct__ipeds_f1sysnam,Direct Loan: IPEDS f1sysnam
loan_direct__ipeds_f1syscod,loan_direct__ipeds_f1syscod,Direct Loan: IPEDS f1syscod
loan_direct__prch_ic,loan_direct__prch_ic,Direct Loan: Prch ic
loan_direct__idx_ic,loan_direct__idx_ic,Direct Loan: Idx ic
loan_direct__ipeds_source_path,loan_direct__ipeds_source_path,Direct Loan: IPEDS source path
loan_direct__ipeds_source_sha256,loan_direct__ipeds_source_sha256,Direct Loan: IPEDS source sha256
loan_direct__ipeds_source_member,loan_direct__ipeds_source_member,Direct Loan: IPEDS source member
loan_direct__prch_c,loan_direct__prch_c,Direct Loan: Prch c
loan_direct__idx_c,loan_direct__idx_c,Direct Loan: Idx c
loan_direct__prch_ef,loan_direct__prch_ef,Direct Loan: Prch ef
loan_direct__idx_ef,loan_direct__idx_ef,Direct Loan: Idx ef
loan_direct__prch_f,loan_direct__prch_f,Direct Loan: Prch f
loan_direct__idx_f,loan_direct__idx_f,Direct Loan: Idx f
loan_direct__prch_sfa,loan_direct__prch_sfa,Direct Loan: Prch sfa
loan_direct__idx_sfa,loan_direct__idx_sfa,Direct Loan: Idx sfa
loan_direct__prch_gr,loan_direct__prch_gr,Direct Loan: Prch gr
loan_direct__idx_gr,loan_direct__idx_gr,Direct Loan: Idx gr
loan_direct__prch_sa,loan_direct__prch_sa,Direct Loan: Prch sa
loan_direct__idx_sa,loan_direct__idx_sa,Direct Loan: Idx sa
loan_direct__prch_s,loan_direct__prch_s,Direct Loan: Prch s
loan_direct__idx_s,loan_direct__idx_s,Direct Loan: Idx s
loan_direct__prch_eap,loan_direct__prch_eap,Direct Loan: Prch eap
loan_direct__idx_eap,loan_direct__idx_eap,Direct Loan: Idx eap
loan_direct__prch_hr,loan_direct__prch_hr,Direct Loan: Prch hr
loan_direct__idx_hr,loan_direct__idx_hr,Direct Loan: Idx hr
loan_direct__prch_e12,loan_direct__prch_e12,Direct Loan: Prch e12
loan_direct__idx_e12,loan_direct__idx_e12,Direct Loan: Idx e12
loan_direct__prch_gr2,loan_direct__prch_gr2,Direct Loan: Prch gr2
loan_direct__idx_gr2,loan_direct__idx_gr2,Direct Loan: Idx gr2
loan_direct__prch_al,loan_direct__prch_al,Direct Loan: Prch al
loan_direct__idx_al,loan_direct__idx_al,Direct Loan: Idx al
loan_direct__prch_om,loan_direct__prch_om,Direct Loan: Prch om
loan_direct__idx_om,loan_direct__idx_om,Direct Loan: Idx om
loan_direct__prchtp_f,loan_direct__prchtp_f,Direct Loan: Prchtp f
loan_direct__prch_adm,loan_direct__prch_adm,Direct Loan: Prch adm
loan_direct__idx_adm,loan_direct__idx_adm,Direct Loan: Idx adm
loan_direct__prch_cos,loan_direct__prch_cos,Direct Loan: Prch cos
loan_direct__idx_cos,loan_direct__idx_cos,Direct Loan: Idx cos
dl_ipeds_directory_un_0bde975530,loan_direct__ipeds_directory_unitid,Direct Loan: IPEDS directory UNITID
dl_ipeds_directory_ma_362a0fbbe0,loan_direct__ipeds_directory_match_status,Direct Loan: IPEDS directory match status
dl_ipeds_geography_cl_2536a34cdc,loan_direct__ipeds_geography_class,Direct Loan: IPEDS geography class
dl_ipeds_crosswalk_av_2f51e84014,loan_direct__ipeds_crosswalk_available,Direct Loan: IPEDS crosswalk available
dl_ipeds_crosswalk_si_2ef2038d22,loan_direct__ipeds_crosswalk_site_unitids_json,Direct Loan: IPEDS crosswalk site unitids json
dl_ipeds_crosswalk_pa_2425d9e101,loan_direct__ipeds_crosswalk_parent_unitids_json,Direct Loan: IPEDS crosswalk parent unitids json
dl_ipeds_directory_ca_98d2cc1972,loan_direct__ipeds_directory_candidate_unitids_json,Direct Loan: IPEDS directory candidate unitids json
dl_ipeds_crosswalk_an_79dac16261,loan_direct__ipeds_crosswalk_anchor_sensitivity,Direct Loan: IPEDS crosswalk anchor sensitivity
dl_fsa_source_identit_fd9b21c779,loan_direct__fsa_source_identity_kind,Direct Loan: FSA source identity kind
dl_ipeds_candidate_un_25f3934086,loan_direct__ipeds_candidate_unitid_before_descriptor_review,Direct Loan: IPEDS candidate UNITID before descriptor review
dl_ipeds_candidate_in_87abcee4fc,loan_direct__ipeds_candidate_instnm,Direct Loan: IPEDS candidate instnm
dl_ipeds_candidate_st_6fe6ab0b29,loan_direct__ipeds_candidate_stabbr,Direct Loan: IPEDS candidate stabbr
dl_ipeds_identity_geo_8283488817,loan_direct__ipeds_identity_geography_conflict,Direct Loan: IPEDS identity geography conflict
dl_ipeds_fsa_hd_state_7899e86568,loan_direct__ipeds_fsa_hd_state_conflict,Direct Loan: IPEDS FSA hd state conflict
dl_ipeds_fsa_hd_name__84c4389868,loan_direct__ipeds_fsa_hd_name_similarity,Direct Loan: IPEDS FSA hd name similarity
dl_ipeds_fsa_hd_name__89f91da1d0,loan_direct__ipeds_fsa_hd_name_review_required,Direct Loan: IPEDS FSA hd name review required
dl_ipeds_resolution_s_c0cfb65b2b,loan_direct__ipeds_resolution_status,Direct Loan: IPEDS resolution status
dl_ipeds_annual_ident_e2478094dd,loan_direct__ipeds_annual_identity_eligible,Direct Loan: IPEDS annual identity eligible
dl_ipeds_identity_is__ba46f74c8f,loan_direct__ipeds_identity_is_administrative,Direct Loan: IPEDS identity is administrative
dl_ipeds_title_iv_sta_66d9dbd4c3,loan_direct__ipeds_title_iv_status,Direct Loan: IPEDS title iv status
loan_direct__ipeds_activity_code,loan_direct__ipeds_activity_code,Direct Loan: IPEDS activity code
dl_ipeds_current_year_ee8f3f3cbf,loan_direct__ipeds_current_year_active_code,Direct Loan: IPEDS current year active code
dl_ipeds_closed_with__976b26a7fc,loan_direct__ipeds_closed_with_data,Direct Loan: IPEDS closed with data
dl_ipeds_identity_use_60cc964d55,loan_direct__ipeds_identity_uses_historical_relation,Direct Loan: IPEDS identity uses historical relation
dl_ipeds_identity_str_373d0f7b0a,loan_direct__ipeds_identity_strict_contemporaneous,Direct Loan: IPEDS identity strict contemporaneous
dl_ipeds_scope_alignm_0a13dccb56,loan_direct__ipeds_scope_alignment,Direct Loan: IPEDS scope alignment
dl_ipeds_has_other_pa_8ee6b62ada,loan_direct__ipeds_has_other_parent_unitid,Direct Loan: IPEDS has other parent UNITID
dl_ipeds_component_sc_5b6eea675a,loan_direct__ipeds_component_scope_review_required,Direct Loan: IPEDS component scope review required
loan_direct__ipeds_finance_scope,loan_direct__ipeds_finance_scope,Direct Loan: IPEDS finance scope
dl_ipeds_finance_pare_9376d1a587,loan_direct__ipeds_finance_parent_reference_missing,Direct Loan: IPEDS finance parent reference missing
dl_ipeds_student_aid__c9ba2c0b5d,loan_direct__ipeds_student_aid_scope,Direct Loan: IPEDS student aid scope
dl_ipeds_student_aid__18ec56e77c,loan_direct__ipeds_student_aid_parent_reference_missing,Direct Loan: IPEDS student aid parent reference missing
dl_ipeds_fall_enrollm_7db97eaf9e,loan_direct__ipeds_fall_enrollment_scope,Direct Loan: IPEDS fall enrollment scope
dl_ipeds_fall_enrollm_13b0472c4e,loan_direct__ipeds_fall_enrollment_parent_reference_missing,Direct Loan: IPEDS fall enrollment parent reference missing
dl_ipeds_completions__06e3280d3d,loan_direct__ipeds_completions_scope,Direct Loan: IPEDS completions scope
dl_ipeds_completions__bfddd499f2,loan_direct__ipeds_completions_parent_reference_missing,Direct Loan: IPEDS completions parent reference missing
dl_ipeds_twelve_month_4757cc09e1,loan_direct__ipeds_twelve_month_enrollment_scope,Direct Loan: IPEDS twelve month enrollment scope
dl_ipeds_twelve_month_f65c28122b,loan_direct__ipeds_twelve_month_enrollment_parent_reference_missing,Direct Loan: IPEDS twelve month enrollment parent reference missing
loan_direct__cw_source_row,loan_direct__cw_source_row,Direct Loan: Crosswalk source row
loan_direct__cw_source_path,loan_direct__cw_source_path,Direct Loan: Crosswalk source path
loan_direct__cw_source_sha256,loan_direct__cw_source_sha256,Direct Loan: Crosswalk source sha256
loan_direct__cw_preliminary,loan_direct__cw_preliminary,Direct Loan: Crosswalk preliminary
loan_direct__cw_source_code,loan_direct__cw_source_code,Direct Loan: Crosswalk source code
loan_direct__cw_source_method,loan_direct__cw_source_method,Direct Loan: Crosswalk source method
dl_cw_ipeds_reporting_2d0553a647,loan_direct__cw_ipeds_reporting_code,Direct Loan: Crosswalk IPEDS reporting code
loan_direct__cw_parent_opeid8,loan_direct__cw_parent_opeid8,Direct Loan: Crosswalk parent OPEID8
dl_cw_site_candidate__d45cf22e5d,loan_direct__cw_site_candidate_count,Direct Loan: Crosswalk site candidate count
loan_direct__cw_primary_unitid,loan_direct__cw_primary_unitid,Direct Loan: Crosswalk primary UNITID
dl_cw_additional_cand_91b4760f0f,loan_direct__cw_additional_candidate_count,Direct Loan: Crosswalk additional candidate count
dl_cw_parent_candidat_a310e84e19,loan_direct__cw_parent_candidate_count,Direct Loan: Crosswalk parent candidate count
dl_cw_has_additional__cd39740fd5,loan_direct__cw_has_additional_match,Direct Loan: Crosswalk has additional match
dl_cw_multiple_site_u_23231eba19,loan_direct__cw_multiple_site_unitids,Direct Loan: Crosswalk multiple site unitids
dl_cw_relation_parse__20acce9a5f,loan_direct__cw_relation_parse_complete,Direct Loan: Crosswalk relation parse complete
dl_cw_site_parse_comp_d3bf66fa6a,loan_direct__cw_site_parse_complete,Direct Loan: Crosswalk site parse complete
dl_cw_parse_issues_js_b2899aaa59,loan_direct__cw_parse_issues_json,Direct Loan: Crosswalk parse issues json
dl_cw_site_parent_uni_468f2fa849,loan_direct__cw_site_parent_unitids_differ,Direct Loan: Crosswalk site parent unitids differ
dl_cw_official_no_mat_48eb511167,loan_direct__cw_official_no_match,Direct Loan: Crosswalk official no match
loan_direct__cw_has_change_notes,loan_direct__cw_has_change_notes,Direct Loan: Crosswalk has change notes
dl_cw_has_prior_id_no_f6e22911d2,loan_direct__cw_has_prior_id_notes,Direct Loan: Crosswalk has prior id notes
loan_direct__cw_raw_OPEID,loan_direct__cw_raw_OPEID,Direct Loan: Crosswalk raw OPEID
loan_direct__cw_raw_IPEDSMatch,loan_direct__cw_raw_IPEDSMatch,Direct Loan: Crosswalk raw IPEDSMatch
loan_direct__cw_raw_AddMatch,loan_direct__cw_raw_AddMatch,Direct Loan: Crosswalk raw AddMatch
loan_direct__cw_raw_Source,loan_direct__cw_raw_Source,Direct Loan: Crosswalk raw Source
loan_direct__cw_raw_PEPSSchname,loan_direct__cw_raw_PEPSSchname,Direct Loan: Crosswalk raw PEPSSchname
loan_direct__cw_raw_PEPSLocname,loan_direct__cw_raw_PEPSLocname,Direct Loan: Crosswalk raw PEPSLocname
loan_direct__cw_raw_PEPSEligCert,loan_direct__cw_raw_PEPSEligCert,Direct Loan: Crosswalk raw PEPSEligCert
loan_direct__cw_raw_IPEDSInstnm,loan_direct__cw_raw_IPEDSInstnm,Direct Loan: Crosswalk raw IPEDSInstnm
dl_cw_raw_IPEDSPSET4F_00ff190394,loan_direct__cw_raw_IPEDSPSET4FLG,Direct Loan: Crosswalk raw IPEDSPSET4FLG
loan_direct__cw_raw_f1sysnam,loan_direct__cw_raw_f1sysnam,Direct Loan: Crosswalk raw f1sysnam
loan_direct__cw_raw_IPEDSrpt,loan_direct__cw_raw_IPEDSrpt,Direct Loan: Crosswalk raw IPEDSrpt
loan_direct__cw_raw_OPEIDMain,loan_direct__cw_raw_OPEIDMain,Direct Loan: Crosswalk raw OPEIDMain
loan_direct__cw_raw_IPEDSMain,loan_direct__cw_raw_IPEDSMain,Direct Loan: Crosswalk raw IPEDSMain
loan_direct__cw_raw_PY_UNITID,loan_direct__cw_raw_PY_UNITID,Direct Loan: Crosswalk raw PY UNITID
loan_direct__cw_raw_PYNotes,loan_direct__cw_raw_PYNotes,Direct Loan: Crosswalk raw PYNotes
loan_direct__cw_raw_PY_OPEID,loan_direct__cw_raw_PY_OPEID,Direct Loan: Crosswalk raw PY OPEID
loan_direct__cw_raw_COA1,loan_direct__cw_raw_COA1,Direct Loan: Crosswalk raw COA1
loan_direct__cw_raw_COA2,loan_direct__cw_raw_COA2,Direct Loan: Crosswalk raw COA2
loan_direct__cw_raw_COA3,loan_direct__cw_raw_COA3,Direct Loan: Crosswalk raw COA3
loan_direct__cw_raw_COA4,loan_direct__cw_raw_COA4,Direct Loan: Crosswalk raw COA4
loan_direct__cw_raw_COA5,loan_direct__cw_raw_COA5,Direct Loan: Crosswalk raw COA5
dl_cw_duplicate_opeid_052d9335b0,loan_direct__cw_duplicate_opeid_rows,Direct Loan: Crosswalk duplicate opeid rows
dl_unitid_source_reco_b0e59234c1,loan_direct__unitid_source_record_count,Direct Loan: UNITID source record count
dl_unitid_record_stat_7f0270deea,loan_direct__unitid_record_status,Direct Loan: UNITID record status
dl_unitid_aid_scope_n_c80c96406f,loan_direct__unitid_aid_scope_note,Direct Loan: UNITID aid scope note
loan_ffel__opeid8,loan_ffel__opeid8,FFEL: OPEID8
loan_ffel__raw_opeid,loan_ffel__raw_opeid,FFEL: Raw opeid
ffel_source_identity__0e8bcaabcd,loan_ffel__source_identity_resolution,FFEL: Source identity resolution
loan_ffel__source_record_present,loan_ffel__source_record_present,FFEL: Source record present
loan_ffel__source_filename,loan_ffel__source_filename,FFEL: Source filename
loan_ffel__source_sheet,loan_ffel__source_sheet,FFEL: Source sheet
loan_ffel__source_excel_row,loan_ffel__source_excel_row,FFEL: Source excel row
loan_ffel__school,loan_ffel__school,FFEL: School
loan_ffel__state,loan_ffel__state,FFEL: State
loan_ffel__raw_zip_code,loan_ffel__raw_zip_code,FFEL: Raw zip code
loan_ffel__zip_code,loan_ffel__zip_code,FFEL: Zip code
loan_ffel__school_type,loan_ffel__school_type,FFEL: School type
loan_ffel__subsidized_recipients,loan_ffel__subsidized_recipients,FFEL: Subsidized recipients
ffel_sub_recips_statu_a013c3adce,loan_ffel__subsidized_recipients__status,FFEL: Subsidized recipients status
ffel_sub_recips_raw_t_3859365813,loan_ffel__subsidized_recipients__raw_token,FFEL: Subsidized recipients raw token
ffel_sub_recips_lb_47b1a62691,loan_ffel__subsidized_recipients__lower_bound,FFEL: Subsidized recipients lower bound
ffel_sub_recips_ub_ad7631566c,loan_ffel__subsidized_recipients__upper_bound,FFEL: Subsidized recipients upper bound
ffel_sub_loans_origin_365f2b278c,loan_ffel__subsidized_loans_originated_n,FFEL: Subsidized loans originated count
ffel_sub_loans_origin_291f932a19,loan_ffel__subsidized_loans_originated_n__status,FFEL: Subsidized loans originated count status
ffel_sub_loans_origin_785073cd85,loan_ffel__subsidized_loans_originated_n__raw_token,FFEL: Subsidized loans originated count raw token
ffel_sub_loans_origin_265da1c440,loan_ffel__subsidized_loans_originated_n__lower_bound,FFEL: Subsidized loans originated count lower bound
ffel_sub_loans_origin_a47b268c41,loan_ffel__subsidized_loans_originated_n__upper_bound,FFEL: Subsidized loans originated count upper bound
ffel_sub_loans_origin_69b143874b,loan_ffel__subsidized_loans_originated_amt,FFEL: Subsidized loans originated amount
ffel_sub_loans_origin_104cc4d106,loan_ffel__subsidized_loans_originated_amt__status,FFEL: Subsidized loans originated amount status
ffel_sub_loans_origin_3dbcb9c665,loan_ffel__subsidized_loans_originated_amt__raw_token,FFEL: Subsidized loans originated amount raw token
ffel_sub_loans_origin_0b299d9fbd,loan_ffel__subsidized_loans_originated_amt__lower_bound,FFEL: Subsidized loans originated amount lower bound
ffel_sub_loans_origin_05899baf3d,loan_ffel__subsidized_loans_originated_amt__upper_bound,FFEL: Subsidized loans originated amount upper bound
ffel_sub_disb_n_d5701febaf,loan_ffel__subsidized_disbursements_n,FFEL: Subsidized disbursements count
ffel_sub_disb_n_statu_28dc72a733,loan_ffel__subsidized_disbursements_n__status,FFEL: Subsidized disbursements count status
ffel_sub_disb_n_raw_t_dcad5ee042,loan_ffel__subsidized_disbursements_n__raw_token,FFEL: Subsidized disbursements count raw token
ffel_sub_disb_n_lb_1c7b355a9e,loan_ffel__subsidized_disbursements_n__lower_bound,FFEL: Subsidized disbursements count lower bound
ffel_sub_disb_n_ub_2b56771647,loan_ffel__subsidized_disbursements_n__upper_bound,FFEL: Subsidized disbursements count upper bound
ffel_sub_disb_4be4161236,loan_ffel__subsidized_disbursements,FFEL: Subsidized disbursements
ffel_sub_disb_status_e3746df895,loan_ffel__subsidized_disbursements__status,FFEL: Subsidized disbursements status
ffel_sub_disb_raw_tok_5039fe77c1,loan_ffel__subsidized_disbursements__raw_token,FFEL: Subsidized disbursements raw token
ffel_sub_disb_lb_91b385d8da,loan_ffel__subsidized_disbursements__lower_bound,FFEL: Subsidized disbursements lower bound
ffel_sub_disb_ub_3ea1f83d3e,loan_ffel__subsidized_disbursements__upper_bound,FFEL: Subsidized disbursements upper bound
ffel_unsub_recips_f3a75a8f68,loan_ffel__unsubsidized_recipients,FFEL: Unsubsidized recipients
ffel_unsub_recips_sta_657563e573,loan_ffel__unsubsidized_recipients__status,FFEL: Unsubsidized recipients status
ffel_unsub_recips_raw_7cd1f518fa,loan_ffel__unsubsidized_recipients__raw_token,FFEL: Unsubsidized recipients raw token
ffel_unsub_recips_lb_3f73a32199,loan_ffel__unsubsidized_recipients__lower_bound,FFEL: Unsubsidized recipients lower bound
ffel_unsub_recips_ub_f6c3c94200,loan_ffel__unsubsidized_recipients__upper_bound,FFEL: Unsubsidized recipients upper bound
ffel_unsub_loans_orig_a57bed5466,loan_ffel__unsubsidized_loans_originated_n,FFEL: Unsubsidized loans originated count
ffel_unsub_loans_orig_97a040b6c6,loan_ffel__unsubsidized_loans_originated_n__status,FFEL: Unsubsidized loans originated count status
ffel_unsub_loans_orig_08516c0c97,loan_ffel__unsubsidized_loans_originated_n__raw_token,FFEL: Unsubsidized loans originated count raw token
ffel_unsub_loans_orig_a408801e5c,loan_ffel__unsubsidized_loans_originated_n__lower_bound,FFEL: Unsubsidized loans originated count lower bound
ffel_unsub_loans_orig_8f2da9452b,loan_ffel__unsubsidized_loans_originated_n__upper_bound,FFEL: Unsubsidized loans originated count upper bound
ffel_unsub_loans_orig_e81d845745,loan_ffel__unsubsidized_loans_originated_amt,FFEL: Unsubsidized loans originated amount
ffel_unsub_loans_orig_0f4e79d3c1,loan_ffel__unsubsidized_loans_originated_amt__status,FFEL: Unsubsidized loans originated amount status
ffel_unsub_loans_orig_85cf11a169,loan_ffel__unsubsidized_loans_originated_amt__raw_token,FFEL: Unsubsidized loans originated amount raw token
ffel_unsub_loans_orig_4ee88b5adf,loan_ffel__unsubsidized_loans_originated_amt__lower_bound,FFEL: Unsubsidized loans originated amount lower bound
ffel_unsub_loans_orig_a087b348da,loan_ffel__unsubsidized_loans_originated_amt__upper_bound,FFEL: Unsubsidized loans originated amount upper bound
ffel_unsub_disb_n_4e7007bf9b,loan_ffel__unsubsidized_disbursements_n,FFEL: Unsubsidized disbursements count
ffel_unsub_disb_n_sta_ba4d99b1e8,loan_ffel__unsubsidized_disbursements_n__status,FFEL: Unsubsidized disbursements count status
ffel_unsub_disb_n_raw_075852d320,loan_ffel__unsubsidized_disbursements_n__raw_token,FFEL: Unsubsidized disbursements count raw token
ffel_unsub_disb_n_lb_1045d36bd1,loan_ffel__unsubsidized_disbursements_n__lower_bound,FFEL: Unsubsidized disbursements count lower bound
ffel_unsub_disb_n_ub_f24eda27af,loan_ffel__unsubsidized_disbursements_n__upper_bound,FFEL: Unsubsidized disbursements count upper bound
ffel_unsub_disb_88b1cb4a1d,loan_ffel__unsubsidized_disbursements,FFEL: Unsubsidized disbursements
ffel_unsub_disb_statu_a099646b6c,loan_ffel__unsubsidized_disbursements__status,FFEL: Unsubsidized disbursements status
ffel_unsub_disb_raw_t_a312d222d9,loan_ffel__unsubsidized_disbursements__raw_token,FFEL: Unsubsidized disbursements raw token
ffel_unsub_disb_lb_4e0c009be3,loan_ffel__unsubsidized_disbursements__lower_bound,FFEL: Unsubsidized disbursements lower bound
ffel_unsub_disb_ub_8fb4d67929,loan_ffel__unsubsidized_disbursements__upper_bound,FFEL: Unsubsidized disbursements upper bound
loan_ffel__plus_recipients,loan_ffel__plus_recipients,FFEL: PLUS recipients
ffel_plus_recips_stat_86bbe75e15,loan_ffel__plus_recipients__status,FFEL: PLUS recipients status
ffel_plus_recips_raw__a1a28f5781,loan_ffel__plus_recipients__raw_token,FFEL: PLUS recipients raw token
ffel_plus_recips_lb_50f2d52afb,loan_ffel__plus_recipients__lower_bound,FFEL: PLUS recipients lower bound
ffel_plus_recips_ub_5fd9ffaae8,loan_ffel__plus_recipients__upper_bound,FFEL: PLUS recipients upper bound
ffel_plus_loans_origi_021d6ad97e,loan_ffel__plus_loans_originated_n,FFEL: PLUS loans originated count
ffel_plus_loans_origi_314cb35dab,loan_ffel__plus_loans_originated_n__status,FFEL: PLUS loans originated count status
ffel_plus_loans_origi_69967cf674,loan_ffel__plus_loans_originated_n__raw_token,FFEL: PLUS loans originated count raw token
ffel_plus_loans_origi_20b2fdd29d,loan_ffel__plus_loans_originated_n__lower_bound,FFEL: PLUS loans originated count lower bound
ffel_plus_loans_origi_cc78d3a4eb,loan_ffel__plus_loans_originated_n__upper_bound,FFEL: PLUS loans originated count upper bound
ffel_plus_loans_origi_a2c24813b6,loan_ffel__plus_loans_originated_amt,FFEL: PLUS loans originated amount
ffel_plus_loans_origi_ac71e6b713,loan_ffel__plus_loans_originated_amt__status,FFEL: PLUS loans originated amount status
ffel_plus_loans_origi_86173406b9,loan_ffel__plus_loans_originated_amt__raw_token,FFEL: PLUS loans originated amount raw token
ffel_plus_loans_origi_b6b788eeb3,loan_ffel__plus_loans_originated_amt__lower_bound,FFEL: PLUS loans originated amount lower bound
ffel_plus_loans_origi_c2effc691f,loan_ffel__plus_loans_originated_amt__upper_bound,FFEL: PLUS loans originated amount upper bound
loan_ffel__plus_disbursements_n,loan_ffel__plus_disbursements_n,FFEL: PLUS disbursements count
ffel_plus_disb_n_stat_4daa65c090,loan_ffel__plus_disbursements_n__status,FFEL: PLUS disbursements count status
ffel_plus_disb_n_raw__3928c610d1,loan_ffel__plus_disbursements_n__raw_token,FFEL: PLUS disbursements count raw token
ffel_plus_disb_n_lb_112920b633,loan_ffel__plus_disbursements_n__lower_bound,FFEL: PLUS disbursements count lower bound
ffel_plus_disb_n_ub_2b6019311d,loan_ffel__plus_disbursements_n__upper_bound,FFEL: PLUS disbursements count upper bound
loan_ffel__plus_disbursements,loan_ffel__plus_disbursements,FFEL: PLUS disbursements
ffel_plus_disb_status_67b0b40e1d,loan_ffel__plus_disbursements__status,FFEL: PLUS disbursements status
ffel_plus_disb_raw_to_91eab0cca3,loan_ffel__plus_disbursements__raw_token,FFEL: PLUS disbursements raw token
ffel_plus_disb_lb_9e662cafa3,loan_ffel__plus_disbursements__lower_bound,FFEL: PLUS disbursements lower bound
ffel_plus_disb_ub_5a019648c2,loan_ffel__plus_disbursements__upper_bound,FFEL: PLUS disbursements upper bound
loan_ffel__grad_plus_recipients,loan_ffel__grad_plus_recipients,FFEL: Grad PLUS recipients
ffel_grad_plus_recips_9e308e1b8d,loan_ffel__grad_plus_recipients__status,FFEL: Grad PLUS recipients status
ffel_grad_plus_recips_93bf42228e,loan_ffel__grad_plus_recipients__raw_token,FFEL: Grad PLUS recipients raw token
ffel_grad_plus_recips_fe576cce92,loan_ffel__grad_plus_recipients__lower_bound,FFEL: Grad PLUS recipients lower bound
ffel_grad_plus_recips_1cffa9f922,loan_ffel__grad_plus_recipients__upper_bound,FFEL: Grad PLUS recipients upper bound
ffel_grad_plus_loans__28ade218a1,loan_ffel__grad_plus_loans_originated_n,FFEL: Grad PLUS loans originated count
ffel_grad_plus_loans__ceb0717b3a,loan_ffel__grad_plus_loans_originated_n__status,FFEL: Grad PLUS loans originated count status
ffel_grad_plus_loans__15de6b1a70,loan_ffel__grad_plus_loans_originated_n__raw_token,FFEL: Grad PLUS loans originated count raw token
ffel_grad_plus_loans__7cff57aa06,loan_ffel__grad_plus_loans_originated_n__lower_bound,FFEL: Grad PLUS loans originated count lower bound
ffel_grad_plus_loans__5489ba4b2c,loan_ffel__grad_plus_loans_originated_n__upper_bound,FFEL: Grad PLUS loans originated count upper bound
ffel_grad_plus_loans__a838d79eb6,loan_ffel__grad_plus_loans_originated_amt,FFEL: Grad PLUS loans originated amount
ffel_grad_plus_loans__85c2ddedf6,loan_ffel__grad_plus_loans_originated_amt__status,FFEL: Grad PLUS loans originated amount status
ffel_grad_plus_loans__9ef1469d1c,loan_ffel__grad_plus_loans_originated_amt__raw_token,FFEL: Grad PLUS loans originated amount raw token
ffel_grad_plus_loans__ba92b3c1c3,loan_ffel__grad_plus_loans_originated_amt__lower_bound,FFEL: Grad PLUS loans originated amount lower bound
ffel_grad_plus_loans__a92f75b4c8,loan_ffel__grad_plus_loans_originated_amt__upper_bound,FFEL: Grad PLUS loans originated amount upper bound
ffel_grad_plus_disb_n_3b3cdce408,loan_ffel__grad_plus_disbursements_n,FFEL: Grad PLUS disbursements count
ffel_grad_plus_disb_n_ebf66fdb57,loan_ffel__grad_plus_disbursements_n__status,FFEL: Grad PLUS disbursements count status
ffel_grad_plus_disb_n_391f7c6cf0,loan_ffel__grad_plus_disbursements_n__raw_token,FFEL: Grad PLUS disbursements count raw token
ffel_grad_plus_disb_n_a96d5521c5,loan_ffel__grad_plus_disbursements_n__lower_bound,FFEL: Grad PLUS disbursements count lower bound
